iter	Accuracy	Logloss
884	0.8719128701	0.296781794
885	0.8719128701	0.2966747441
886	0.8720662678	0.2965745477
887	0.8719128701	0.2965139237
888	0.8719128701	0.2964363272
889	0.8719128701	0.296302884
890	0.8720662678	0.2962182142
891	0.8722196656	0.2961032678
892	0.8725264611	0.2960398544
893	0.8726798589	0.2960082347
894	0.8725264611	0.2958979473
895	0.8729866544	0.295803167
896	0.8728332566	0.2957605527
897	0.8729866544	0.2957144315
898	0.8729866544	0.2955690037
899	0.8729866544	0.2954991038
900	0.8729866544	0.295416883
901	0.8729866544	0.2953071131
902	0.8731400522	0.2951815336
903	0.8729866544	0.2950482069
904	0.8731400522	0.2948877237
905	0.8726798589	0.294792734
906	0.8726798589	0.2947526034
907	0.8729866544	0.2946293756
908	0.8731400522	0.2945642506
909	0.8729866544	0.2944495745
910	0.8731400522	0.29435297
911	0.8729866544	0.2942865448
912	0.8729866544	0.2942802455
913	0.8729866544	0.294252512
914	0.8731400522	0.2941801072
915	0.8731400522	0.2940646832
916	0.8732934499	0.2940403355
917	0.8734468477	0.2939327492
918	0.8736002454	0.2938168406
919	0.8734468477	0.2937630173
920	0.8734468477	0.2936526786
921	0.8734468477	0.2935963103
922	0.8737536432	0.293529687
923	0.8734468477	0.2934476066
924	0.8737536432	0.2933658738
925	0.8742138365	0.2932732312
926	0.874520632	0.293160643
927	0.874520632	0.2929917881
928	0.8746740298	0.2928719185
929	0.874520632	0.2927251141
930	0.874520632	0.2926273979
931	0.8746740298	0.2925259007
932	0.8746740298	0.2923993556
933	0.874520632	0.292321928
934	0.874520632	0.2921848812
935	0.874520632	0.2921110136
936	0.8746740298	0.2919811408
937	0.8748274275	0.2918531618
938	0.8746740298	0.2917830041
939	0.8748274275	0.2917200162
940	0.8746740298	0.2916181811
941	0.8749808253	0.2915170283
942	0.8749808253	0.2914223535
943	0.8749808253	0.2913354793
944	0.8752876208	0.291188039
945	0.875134223	0.2910786786
946	0.8755944163	0.2909844745
947	0.8759012118	0.290810793
948	0.8759012118	0.2906959841
949	0.8762080074	0.2906064955
950	0.8765148029	0.2905660624
951	0.8763614051	0.2904638443
952	0.8765148029	0.2903388812
953	0.8763614051	0.2902596139
954	0.8763614051	0.290214567
955	0.8759012118	0.290100904
956	0.8759012118	0.2899744122
957	0.8762080074	0.2898680709
958	0.8763614051	0.2897923959
959	0.8763614051	0.2896313812
960	0.8766682006	0.2895687214
961	0.8768215984	0.2894760764
962	0.8772817917	0.2893893913
963	0.8775885872	0.2893236283
964	0.8778953827	0.289217828
965	0.8778953827	0.2891450912
966	0.877741985	0.2889957208
967	0.8775885872	0.2889009236
968	0.8778953827	0.2888061794
969	0.8778953827	0.2887186813
970	0.8780487805	0.2886557859
971	0.8782021782	0.2885515204
972	0.878355576	0.2884602299
973	0.878355576	0.2883503853
974	0.8785089738	0.288261993
975	0.8786623715	0.2881194625
976	0.8785089738	0.2880005091
977	0.8786623715	0.287908057
978	0.8786623715	0.287828666
979	0.8785089738	0.2877368731
980	0.8786623715	0.2876542863
981	0.8785089738	0.2875891194
982	0.8786623715	0.287455218
983	0.8785089738	0.2873589718
984	0.8785089738	0.287243978
985	0.8786623715	0.2871772068
986	0.8788157693	0.2870881844
987	0.8789691671	0.2869877601
988	0.8792759626	0.2868366738
989	0.8791225648	0.2867495271
990	0.8791225648	0.2866310249
991	0.8791225648	0.2864509845
992	0.8792759626	0.2863918565
993	0.8794293603	0.2863164966
994	0.8794293603	0.286269685
995	0.8794293603	0.2861722171
996	0.8794293603	0.2861188515
997	0.8795827581	0.2859875644
998	0.8795827581	0.2858447139
999	0.8794293603	0.285744025
